text,diagnose,ICD,token_text,length
腔镜下交感神经切断术(双侧胸交感神经),胸腔镜下交感神经切断术,05.0x01,腔镜 下 交感神经 切断术 ( 双侧 胸 交感神经 ),9
右侧额颞顶部硬膜下血肿钻孔引流术,硬脑膜下钻孔引流术,01.3108,右侧 额 颞 顶部 硬膜 下 血肿 钻孔 引流术,9
经膀胱镜左侧双J管取出术,膀胱镜D-J管取出术,97.6402,经 膀胱 镜 左侧 双 J 管 取出 术,9
左甲状腺腺叶切除+右甲状腺次全切除术,单侧甲状腺切除伴他叶部分切除术,06.2x03,左 甲状腺 腺叶 切除 + 右 甲状腺 次全 切除术,9
胸腔镜经右胸右肺上叶病灶楔形切除术,胸腔镜下肺病损切除术,32.2003,胸腔镜 经右 胸 右肺 上 叶 病灶 楔形 切除术,9
左肱骨髁上骨折切开复位内固定术,肱骨骨折切开复位内固定术,79.3101,左 肱骨 髁 上 骨折 切开 复位 内 固定术,9
左侧甲状腺腺叶切除+右侧甲状腺近全切除术,单侧甲状腺切除伴他叶部分切除术,06.2x03,左侧 甲状腺 腺叶 切除 + 右侧 甲状腺 近全 切除术,9
左侧乙状窦后入路面神经微血管减压术,面神经微血管减压术,04.4204,左侧 乙状 窦后 入 路面 神经 微血管 减压 术,9
右侧甲状腺全切除术＋左侧甲状腺次全切除术,单侧甲状腺切除伴他叶部分切除术,06.2x03,右侧 甲状腺 全 切除术 ＋ 左侧 甲状腺 次全 切除术,9
显微支撑喉镜下CO2激光左侧声带切除术,内镜下声带切除术,30.2204,显微 支撑 喉镜 下 CO2 激光 左侧 声带 切除术,9
电视胸腔镜下双侧胸交感神经链选择性切断术,胸腔镜下交感神经切断术,05.0x01,电视 胸腔镜 下 双侧 胸 交感神经 链 选择性 切断术,9
全麻显微支撑喉镜下行声带新生物摘除术,支撑喉镜下声带显微缝合术,30.0910,全麻 显微 支撑 喉镜 下行 声带 新 生物 摘除术,9
右侧甲状腺腺叶切除术+左侧甲状腺部分切除术,单侧甲状腺切除伴他叶部分切除术,06.2x03,右侧 甲状腺 腺叶 切除术 + 左侧 甲状腺 部分 切除术,9
左侧上颌骨颧骨颧弓骨折切开复位内固定术,颧骨骨折切开复位内固定术,76.7201,左侧 上颌骨 颧骨 颧弓 骨折 切开 复位 内 固定术,9
B超引导下经会阴前列腺放射性粒子置入术,前列腺放射性粒子置入术,92.2702,B超 引导 下经 会阴 前列腺 放射性 粒子 置入 术,9
右甲状腺全切除术+左甲状腺部分切除术,单侧甲状腺切除伴他叶部分切除术,06.2x03,右 甲状腺 全 切除术 + 左 甲状腺 部分 切除术,9
(腹腔镜左侧)腹腔镜下肾上腺部分切除术,腹腔镜肾上腺部分切除术,07.2902,( 腹腔镜 左侧 ) 腹腔镜 下 肾上腺 部分 切除术,9
后腹腔镜下肾上腺部分切除术(左侧),腹腔镜肾上腺部分切除术,07.2902,后 腹腔镜 下 肾上腺 部分 切除术 ( 左侧 ),9
支撑喉镜下显微镜下右侧声带囊肿切除术,支撑喉镜下声带显微缝合术,30.0910,支撑 喉镜 下 显微镜 下 右侧 声带 囊肿 切除术,9
支撑喉镜下声带病损切除术（双）,内镜下声带病损切除术,30.0905,支撑 喉镜 下声 带病 损 切除术 （ 双 ）,9
左额颞顶颅骨缺损三维钛网修补术,颅骨钛网置入术,02.0503,左额 颞 顶 颅骨 缺损 三维 钛 网 修补术,9
支撑喉镜下CO2激光右声带肿物切除术,内镜下声带病损激光切除术,30.0906,支撑 喉镜 下 CO2 激光 右 声带 肿物 切除术,9
左侧甲状腺腺叶切除术+右侧甲状腺次全切除术,单侧甲状腺切除伴他叶部分切除术,06.2x03,左侧 甲状腺 腺叶 切除术 + 右侧 甲状腺 次全 切除术,9
支撑喉镜下CO2激光声带病损切除术,内镜下声带病损激光切除术,30.0906,支撑 喉镜 下 CO2 激光 声 带病 损 切除术,9
左甲状腺腺叶切除术+右甲状腺部分切除术,单侧甲状腺切除伴他叶部分切除术,06.2x03,左 甲状腺 腺叶 切除术 + 右 甲状腺 部分 切除术,9
通道系统辅助下经椎间孔入路腰椎间盘切除术,腰椎间盘切除术,80.5107,通道 系统 辅助 下 经椎间 孔入 路 腰椎间盘 切除术,9
右侧经尿道输尿管镜下J管置入术,经尿道输尿管支架置入术,59.8x03,右侧 经 尿道 输尿管 镜下 J 管 置入 术,9
支撑喉镜下CO2激光声带新生物切除术,内镜下声带病损激光切除术,30.0906,支撑 喉镜 下 CO2 激光 声带 新 生物 切除术,9
右侧甲状腺腺叶切除术+左侧甲状腺次全切除术,单侧甲状腺切除伴他叶部分切除术,06.2x03,右侧 甲状腺 腺叶 切除术 + 左侧 甲状腺 次全 切除术,9
右甲状腺全切除术+左甲状腺全切除术,单侧甲状腺切除伴他叶部分切除术,06.2x03,右 甲状腺 全 切除术 + 左 甲状腺 全 切除术,9
腹腔镜下单侧腹股沟斜疝无张力修补术,单侧腹股沟斜疝无张力修补术,53.0401,腹腔镜 下 单侧 腹股沟 斜 疝 无 张力 修补术,9
左肱骨近端经皮有限切开复位内固定术,肱骨骨折切开复位内固定术,79.3101,左 肱骨 近端 经皮 有限 切开 复位 内 固定术,9
腹腔镜下阑尾切除术((47.0101)),腹腔镜下阑尾切除术,47.0100,腹腔镜 下 阑尾 切除术 ( ( 47.0101 ) ),9
主动脉-多支冠状动脉搭桥术（5支）,四根或以上冠状动脉的(主动脉)冠状动脉旁路移植,36.1400,主动脉 - 多支 冠状动脉 搭桥术 （ 5 支 ）,9
右甲状腺腺叶切除、左甲状腺部分切除术,单侧甲状腺切除伴他叶部分切除术,06.2x03,右 甲状腺 腺叶 切除 、 左 甲状腺 部分 切除术,9
经输尿管镜弹道碎石术(左侧),经尿道输尿管/肾盂气压弹道碎石术,56.0x04,经 输尿管 镜 弹道 碎石 术 ( 左侧 ),9
右侧甲状腺全切除术+左侧甲状腺次全切除术,单侧甲状腺切除伴他叶部分切除术,06.2x03,右侧 甲状腺 全 切除术 + 左侧 甲状腺 次全 切除术,9
前交通动脉动脉瘤支架辅助介入栓塞术,经导管颅内动脉瘤支架辅助栓塞术,39.7205,前 交通 动脉 动脉瘤 支架 辅助 介入 栓塞 术,9
经皮穿刺椎体成形术（凯立泰PVP系统）,经皮椎骨成形术,81.6500,经皮 穿刺 椎体 成形术 （ 凯立泰 PVP 系统 ）,9
胸腔镜下左肺上叶肿瘤楔形切除术,胸腔镜下肺病损切除术,32.2003,胸腔镜 下 左 肺 上 叶 肿瘤 楔形 切除术,9
右甲状腺腺叶切除+左甲状腺大部切除术,单侧甲状腺切除伴他叶部分切除术,06.2x03,右 甲状腺 腺叶 切除 + 左 甲状腺 大部 切除术,9
支撑喉镜下声带病损切除术（左）,内镜下声带病损切除术,30.0905,支撑 喉镜 下声 带病 损 切除术 （ 左 ）,9
非血管介入: 输尿管造瘘管更换术,输尿管造口导管置换术,59.9300,非 血管 介入 :   输尿管 造 瘘管 更换 术,9
左侧额颞顶部硬膜下积液外引流术,脑膜切开术,01.3100,左侧 额 颞 顶部 硬膜 下 积液 外 引流术,9
主动脉-多支冠状动脉搭桥术(5支）,四根或以上冠状动脉的(主动脉)冠状动脉旁路移植,36.1400,主动脉 - 多支 冠状动脉 搭桥术 ( 5 支 ）,9
L4/5、L5/S1腰椎间盘造影术,椎间盘造影,87.2101,L4 / 5 、 L5 / S1 腰椎间盘 造影术,9
单孔胸腔镜下左肺上叶楔形切除术,胸腔镜下肺楔形切除术,32.2001,单孔 胸腔镜 下 左 肺 上 叶 楔形 切除术,9
(其他微创)神经导航下脑肿瘤切除术,脑病损切除术,01.5901,( 其他 微创 ) 神经 导航 下 脑肿瘤 切除术,9
支撑喉镜下CO2激光右侧声带囊肿切除术,内镜下声带病损激光切除术,30.0906,支撑 喉镜 下 CO2 激光 右侧 声带 囊肿 切除术,9
神经导航下行左侧颞叶胶质瘤显微切除术。,颞叶病损切除术,01.5913,神经 导航 下行 左侧 颞叶 胶质瘤 显微 切除术 。,9
左侧甲状腺全切除+右侧甲状腺次全切除术,单侧甲状腺切除伴他叶部分切除术,06.2x03,左侧 甲状腺 全 切除 + 右侧 甲状腺 次全 切除术,9
右侧甲状腺腺叶切除+左侧甲状腺部分切除术,单侧甲状腺切除伴他叶部分切除术,06.2x03,右侧 甲状腺 腺叶 切除 + 左侧 甲状腺 部分 切除术,9
内镜支撑喉镜下左侧声带息肉摘除术。,内镜下声带病损切除术,30.0905,内镜 支撑 喉镜 下 左侧 声带 息肉 摘除术 。,9
支撑喉镜下CO2激光左侧声带息肉切除术,内镜下声带病损激光切除术,30.0906,支撑 喉镜 下 CO2 激光 左侧 声带 息肉 切除术,9
经内镜支撑喉镜下右侧声带息肉切除术,内镜下声带病损切除术,30.0905,经 内镜 支撑 喉镜 下 右侧 声带 息肉 切除术,9
右侧大隐静脉高位结扎、分段剥脱术,大隐静脉高位结扎和剥脱术,38.5901,右侧 大隐 静脉 高位 结扎 、 分段 剥脱 术,9
左甲状腺腺叶切除+右甲状腺部分切除术,单侧甲状腺切除伴他叶部分切除术,06.2x03,左 甲状腺 腺叶 切除 + 右 甲状腺 部分 切除术,9
支撑喉镜下CO2激光辅助声带肿物切除术,内镜下声带病损激光切除术,30.0906,支撑 喉镜 下 CO2 激光 辅助 声带 肿物 切除术,9
"右上肢动静脉造瘘术,为肾透析",为肾透析，动静脉吻合术,39.2700,"右 上肢 动静脉 造 瘘术 , 为 肾 透析",9
125-I放射性粒子前列腺区域永久植入术,前列腺放射性粒子置入术,92.2702,125 - I 放射性 粒子 前列腺 区域 永久 植入术,9
右侧甲状腺全切除术+左侧甲状腺近全切除术,单侧甲状腺切除伴他叶部分切除术,06.2x03,右侧 甲状腺 全 切除术 + 左侧 甲状腺 近全 切除术,9
腹腔镜下右侧腹股沟斜疝无张力修补术,单侧腹股沟斜疝无张力修补术,53.0401,腹腔镜 下 右侧 腹股沟 斜 疝 无 张力 修补术,9
喉镜下喉病损切除术((30.0907)),支撑喉镜下喉病损切除术,30.0911,喉镜 下喉 病损 切除术 ( ( 30.0907 ) ),9
内窥镜下三脑室造口（瘘）术,神经内镜第三脑室造口术,02.2202,内窥镜 下 三 脑室 造口 （ 瘘 ） 术,9
髌骨骨折切开复位张力带钢丝内固定术,髌骨骨折切开复位内固定术,79.3604,髌骨 骨折 切开 复位 张力 带 钢丝 内 固定术,9
左甲状腺全切除+右甲状腺次全切除术,单侧甲状腺切除伴他叶部分切除术,06.2x03,左 甲状腺 全 切除 + 右 甲状腺 次全 切除术,9
支撑喉镜显微镜下右侧声带新生物切除术,支撑喉镜下声带显微缝合术,30.0910,支撑 喉镜 显微镜 下 右侧 声带 新 生物 切除术,9
左侧翼点入路大脑中动脉瘤夹闭术,大脑中动脉瘤夹闭术,39.5103,左 侧翼 点入 路 大脑 中 动脉瘤 夹 闭术,9
腰椎间孔镜下神经根松解减压术,颅和周围神经粘连的松解术和减压术,04.4,腰椎 间 孔镜 下 神经 根 松解 减压 术,9
左股骨假体周围骨折切开复位内固定术,股骨骨折开放性复位术伴内固定,79.3500,左 股骨 假体 周围 骨折 切开 复位 内 固定术,9
内镜辅助支撑喉镜下右侧声带肿物切除术,内镜下声带病损切除术,30.0905,内镜 辅助 支撑 喉镜 下 右侧 声带 肿物 切除术,9
脑室镜导航下辅助脑室-腹腔分流术,侧脑室腹腔内分流术,02.3401,脑室 镜 导航 下 辅助 脑室 - 腹腔 分流 术,10
左肱骨髁上骨折切开复位克氏针内固定术,肱骨骨折切开复位内固定术,79.3101,左 肱骨 髁 上 骨折 切开 复位 克氏 针内 固定术,10
右翼点入路右大脑中动脉动脉瘤夹闭术,大脑中动脉瘤夹闭术,39.5103,右翼 点入 路 右 大脑 中 动脉 动脉瘤 夹 闭术,10
左髋关节切开复位＋左髋salter骨盆截骨术,髋脱位开放性复位术,79.8500,左 髋关节 切开 复位 ＋ 左 髋 salter 骨盆 截骨术,10
(右侧)乳房癌改良根治术（MEDDEN）,单侧乳腺改良根治术,85.4301,( 右侧 ) 乳房 癌 改良 根治术 （ MEDDEN ）,10
大隐静脉点式剥脱术+大隐静脉高位结扎,大隐静脉高位结扎和剥脱术,38.5901,大隐 静脉 点式 剥脱 术 + 大隐 静脉 高位 结扎,10
左额颞顶部颅骨缺损颅骨钛板置入术,颅骨钛板置入术,02.0502,左额 颞 顶部 颅骨 缺损 颅骨 钛 板 置入 术,10
椎间孔镜辅助下L4/5突出间盘切除术,内镜下腰椎间盘切除术,80.5110,椎间 孔镜 辅助 下 L4 / 5 突出 间盘 切除术,10
后腹腔镜下左肾上腺囊肿去顶减压术,腹腔镜下肾囊肿去顶术,55.0106,后 腹腔镜 下 左 肾上腺 囊肿 去 顶 减压 术,10
左侧单侧甲状腺切除术+右侧单侧甲状腺次全切除术,单侧甲状腺切除伴他叶部分切除术,06.2x03,左侧 单侧 甲状腺 切除术 + 右侧 单侧 甲状腺 次全 切除术,10
右髌骨骨折切开复位内固定术（捷迈）,髌骨内固定装置去除术,78.6601,右 髌骨 骨折 切开 复位 内 固定术 （ 捷迈 ）,10
右乳导管剥离+区段切除+术中冰冻,乳房病损局部切除术,85.2100,右乳 导管 剥离 + 区段 切除 + 术 中 冰冻,10
右侧内乳动脉及锁骨下动脉灌注化疗术,动脉注射化疗药物,99.2502,右侧 内乳 动脉 及 锁骨 下 动脉 灌注 化疗 术,10
右手第5掌骨骨折术后内固定物取出术,掌骨内固定装置去除术,78.6403,右手 第 5 掌骨 骨折 术后 内 固定物 取出 术,10
DSA下左T8-10肋间神经阻滞术,肋间神经阻滞术,04.8104,DSA 下 左 T8 - 10 肋间 神经 阻滞 术,10
经尿道膀胱镜下膀胱结石钬激光碎石术,经尿道膀胱激光碎石术,57.0x06,经 尿道 膀胱 镜下 膀胱 结石 钬 激光 碎石 术,10
左肾根治性切除术（&gt;7cm）,单侧肾切除术,55.5101,左 肾 根治性 切除术 （ & gt ; 7cm ）,10
胸腔镜下胸膜活检术((34.2101)),胸腔镜胸膜活组织检查,34.2000,胸腔镜 下 胸膜 活检 术 ( ( 34.2101 ) ),10
后正中入路T12-L1椎管内占位切除术,脊髓或脊膜病损的切除术或破坏术,03.4x00,后 正中 入路 T12 - L1 椎管 内 占位 切除术,10
左侧额颞顶部急性硬膜下血肿清除术,脑膜切开术,01.3100,左侧 额 颞 顶部 急性 硬膜 下 血肿 清除 术,10
DSA下左T3-5肋间神经阻滞术,肋间神经阻滞术,04.8104,DSA 下 左 T3 - 5 肋间 神经 阻滞 术,10
右额脑室钻孔引流术(储液囊安置术),脑室钻孔引流术,01.3901,右额 脑室 钻孔 引流术 ( 储 液囊 安置 术 ),10
神经导航下左侧蝶骨嵴脑膜瘤显微切除术。,脑膜病损切除术,01.5106,神经 导航 下 左侧 蝶骨 嵴 脑膜瘤 显微 切除术 。,10
脊柱可调节装置置入术(生长棒),脊柱生长阀置入术,84.8203,脊柱 可 调节 装置 置入 术 ( 生长 棒 ),10
右三叉神经射频热凝术（Ⅱ、Ⅲ支）,颅和周围神经的破坏术,04.2x00,右 三叉神经 射频 热凝术 （ Ⅱ 、 Ⅲ 支 ）,10
内镜辅助下支撑喉镜下双侧声带息肉切除术,内镜下声带病损切除术,30.0905,内镜 辅助 下 支撑 喉镜 下 双侧 声带 息肉 切除术,10
B超磁共振融合引导下经会阴前列腺穿刺活检术,闭合性[经皮][针吸]前列腺活组织检查,60.1100,B超 磁共振 融合 引导 下经 会阴 前列腺 穿刺 活检 术,10
显微镜下支撑喉镜声带息肉切除术（左）,支撑喉镜下声带显微缝合术,30.0910,显微镜 下 支撑 喉镜 声带 息肉 切除术 （ 左 ）,10
(其他微创)腰椎体成形术（修补术）,经皮椎骨成形术,81.6500,( 其他 微创 ) 腰椎 体 成形术 （ 修补术 ）,10
右侧神经内镜下经鼻腔-蝶窦垂体病损切除术,经蝶骨垂体病损切除术,07.6201,右侧 神经 内镜 下经 鼻腔 - 蝶窦 垂体 病损 切除术,10
[神经内镜下经鼻蝶入路垂体腺瘤切除术],经蝶骨垂体病损切除术,07.6201,[ 神经 内镜 下经 鼻蝶入 路 垂体 腺瘤 切除术 ],10
左侧人工全髋关节置换术(后路小切口),全髋关节置换,81.5100,左侧 人工 全 髋关节 置换术 ( 后路 小 切口 ),10
全麻显微支撑喉镜下喉部新生物活检术,闭合性[内镜]喉活组织检查,31.4300,全麻 显微 支撑 喉镜 下 喉部 新 生物 活检 术,10
双侧额颞顶亚急性硬膜下血肿钻孔引流术,硬脑膜下钻孔引流术,01.3108,双侧 额 颞 顶 亚急性 硬膜 下 血肿 钻孔 引流术,10
腹腔镜下肾部分切除术(左肾肿瘤),腹腔镜下肾部分切除术,55.4x03,腹腔镜 下 肾 部分 切除术 ( 左 肾 肿瘤 ),10
微创经椎间孔下腰4/5椎间盘摘除术。,腰椎间盘切除术,80.5107,微创 经椎间 孔 下腰 4 / 5 椎间盘 摘除术 。,10
左股骨干骨折切开复位，钢板螺钉内固定,股骨骨折切开复位内固定术,79.3501,左股 骨干 骨折 切开 复位 ， 钢板 螺钉 内 固定,10
支撑喉镜下CO2激光左侧声带新生物切除术,内镜下声带病损激光切除术,30.0906,支撑 喉镜 下 CO2 激光 左侧 声带 新 生物 切除术,10
B超引导下耻骨上膀胱造口导尿管插入术,经皮耻骨上膀胱造口导尿管插入术,57.1701,B超 引导 下 耻骨 上 膀胱 造口 导尿管 插入 术,10
右侧直接前路人工全髋关节置换术(DAA),全髋关节置换,81.5100,右侧 直接 前路 人工 全 髋关节 置换术 ( DAA ),10
左额颞开颅翼点入路鞍结节脑膜瘤显微切除术,脑膜病损切除术,01.5106,左额 颞 开颅 翼点 入路 鞍 结节 脑膜瘤 显微 切除术,10
腹腔镜右侧肾上腺腺瘤切除术（腹膜后入路）,腹腔镜肾上腺病损切除术,07.2102,腹腔镜 右侧 肾上腺 腺瘤 切除术 （ 腹膜 后入 路 ）,10
[手术名称]经导管房间隔缺损封堵术,房间隔缺损闭式封堵术,35.5201,[ 手术 名称 ] 经 导管 房间隔 缺损 封堵 术,10
经皮穿刺椎体后凸成形术（L1椎体）,经皮椎体增强,81.6600,经皮 穿刺 椎体 后 凸 成形术 （ L1 椎体 ）,10
右侧额颞顶枕硬膜下血肿钻孔引流术,硬脑膜下钻孔引流术,01.3108,右侧 额 颞 顶 枕 硬膜 下 血肿 钻孔 引流术,10
经皮半月神经节射频热凝术（左、右）,三叉神经半月节射频热凝术,04.2x08,经皮 半月 神经节 射频 热凝术 （ 左 、 右 ）,10
经右侧颈内静脉行下腔静脉临时滤器取出术,下腔静脉滤器取出术,39.4902,经 右侧 颈内 静脉 行下腔 静脉 临时 滤器 取出 术,10
经皮腰2椎体后凸成形术（PKP),经皮椎体增强,81.6600,经皮 腰 2 椎体 后 凸 成形术 （ PKP ),10
(左侧)全髋关节置换术（施乐辉）,全髋关节置换,81.5100,( 左侧 ) 全 髋关节 置换术 （ 施乐 辉 ）,10
锁骨内固定取出术((78.6101)),锁骨内固定装置去除术,78.6103,锁骨 内 固定 取出 术 ( ( 78.6101 ) ),10
腹腔镜下右侧肾上腺切除术（经腹腔入路）,腹腔镜单侧肾上腺切除术,07.2201,腹腔镜 下 右侧 肾上腺 切除术 （ 经 腹腔 入路 ）,10
腹腔镜左侧肾上腺肿瘤切除术（腹膜后入路）,腹腔镜肾上腺病损切除术,07.2102,腹腔镜 左侧 肾上腺 肿瘤 切除术 （ 腹膜 后入 路 ）,10
全麻显微支撑喉镜下右侧声带新生物切除术,支撑喉镜下声带显微缝合术,30.0910,全麻 显微 支撑 喉镜 下 右侧 声带 新 生物 切除术,10
立体定向下双侧脑深部电极植入刺激术,脑深部电极置入术,02.9303,立体 定向 下 双侧 脑 深部 电极 植入 刺激 术,10
右肘管切开，尺神经松解前置术。,尺神经移位术,04.6x10,右肘 管 切开 ， 尺 神经 松解 前置 术 。,10
髌骨内固定取出术((78.6601)),髌骨内固定装置去除术,78.6601,髌骨 内 固定 取出 术 ( ( 78.6601 ) ),10
(胸腔镜右侧下部)胸腔镜下肺楔形切除术,胸腔镜下肺楔形切除术,32.2001,( 胸腔镜 右侧 下部 ) 胸腔镜 下 肺 楔形 切除术,10
T12椎体成形术 (Vertebodyplasty of T12 vertebral body),经皮椎骨成形术,81.6500,T12 椎体 成形术   ( Vertebodyplasty   of   T12   vertebral   body ),10
左侧发育性髋关节脱位术后内固定取出术,骨盆内固定装置去除术,78.6901,左侧 发育 性 髋关节 脱位 术后 内 固定 取出 术,10
左侧额颞顶亚急性硬膜下血肿钻孔引流术,硬脑膜下钻孔引流术,01.3108,左侧 额 颞 顶 亚急性 硬膜 下 血肿 钻孔 引流术,10
左侧颈内动脉-后交通动脉瘤介入栓塞术,头和颈部血管内修补或闭合,39.7200,左侧 颈内 动脉 - 后 交通 动脉瘤 介入 栓塞 术,10
CT导航下胸椎经椎弓根穿刺活检术,椎骨活组织检查,77.4904,CT 导航 下 胸椎 经 椎弓 根 穿刺 活检 术,10
在全麻显微支撑喉镜下行声带新生物切除术,内镜下声带病损切除术,30.0905,在 全麻 显微 支撑 喉镜 下行 声带 新 生物 切除术,10
经尿道输尿管镜下左侧输尿管支架管取出术,输尿管镜输尿管支架取出术,97.6204,经 尿道 输尿管 镜下 左侧 输尿管 支架 管 取出 术,10
阴茎延长术(阴茎畸形整复系带成形),阴茎延长术,64.4902,阴茎 延长 术 ( 阴茎 畸形 整复 系带 成形 ),10
右锁骨骨折切开复位内固定术（欣荣）,锁骨骨折切开复位内固定术,79.3904,右 锁骨 骨折 切开 复位 内 固定术 （ 欣荣 ）,10
冠状动脉旁路移植术（op-CABG*4）,去除冠状动脉梗阻和支架置入,36.0,冠状动脉 旁路 移植术 （ op - CABG * 4 ）,10
DSA引导下右T3-5肋间神经阻滞术,肋间神经阻滞术,04.8104,DSA 引导 下右 T3 - 5 肋间 神经 阻滞 术,10
腔镜下交感神经切断术(双侧胸交感神经切断术),胸腔镜下交感神经切断术,05.0x01,腔镜 下 交感神经 切断术 ( 双侧 胸 交感神经 切断术 ),10
左眼球结膜缝线+可调节缝线拆除术,结膜缝线去除,97.3802,左 眼球 结膜 缝线 + 可 调节 缝线 拆除 术,10
左人工全髋关节置换术（施乐辉黑晶）,全髋关节置换,81.5100,左 人工 全 髋关节 置换术 （ 施乐 辉 黑晶 ）,10
支撑喉镜下二氧化碳激光左侧声带新生物切除术,内镜下声带病损激光切除术,30.0906,支撑 喉镜 下 二氧化碳 激光 左侧 声带 新 生物 切除术,10
左侧全髋关节置换术（施乐辉黑晶头）,全髋关节置换,81.5100,左侧 全 髋关节 置换术 （ 施乐 辉 黑晶 头 ）,10
左侧海绵窦区硬脑膜动静脉瘘介入栓塞术,动静脉瘘栓塞术,39.5301,左侧 海绵 窦区 硬 脑膜 动静脉 瘘 介入 栓塞 术,10
经尿道双极前列腺剜除术+组织粉碎术,经尿道前列腺切除术,60.2,经 尿道 双极 前列腺 剜除 术 + 组织 粉碎 术,10
左侧C3、C4背根神经节双极脉冲射频术,颅和周围神经的破坏术,04.2x00,左侧 C3 、 C4 背根 神经节 双极 脉冲 射频 术,10
脊柱内固定装置取出术((78.6901)),脊柱内固定装置去除术,78.6907,脊柱 内 固定装置 取出 术 ( ( 78.6901 ) ),10
腰椎侧方入路经皮穿刺椎间孔镜椎间盘切除术,内镜下腰椎间盘切除术,80.5110,腰椎 侧方 入 路经 皮 穿刺 椎间 孔镜 椎间盘 切除术,10
经尿道膀胱镜碎石术(钬激光),经尿道膀胱激光碎石术,57.0x06,经 尿道 膀胱 镜 碎石 术 ( 钬 激光 ),10
大隐静脉高位结扎+大隐静脉点式剥脱术,大隐静脉高位结扎和剥脱术,38.5901,大隐 静脉 高位 结扎 + 大隐 静脉 点式 剥脱 术,10
前交通动脉瘤介入栓塞术动脉瘤介入栓塞术,经导管颅内动脉瘤栓塞术,39.7203,前 交通 动脉瘤 介入 栓塞 术 动脉瘤 介入 栓塞 术,10
腹腔镜左侧肾上腺嗜铬细胞瘤切除术（腹膜后入路）,腹腔镜肾上腺病损切除术,07.2102,腹腔镜 左侧 肾上腺 嗜铬细胞 瘤 切除术 （ 腹膜 后入 路 ）,11
经尿道输尿管镜激光碎石取石术(肾盂输尿管),经尿道输尿管/肾盂激光碎石术,56.0x03,经 尿道 输尿管 镜 激光 碎石 取石术 ( 肾盂 输尿管 ),11
胸腔镜第三胸交感神经干并第三交感神经旁路纤维切断术,胸腔镜下交感神经切断术,05.0x01,胸腔镜 第三 胸 交感神经 干 并 第三 交感神经 旁路 纤维 切断术,11
(左侧)肾根治切除术((55.5103)),单侧肾切除术,55.5101,( 左侧 ) 肾 根治 切除术 ( ( 55.5103 ) ),11
右额叶病损切除术(神经导航+电生理),额叶病损切除术,01.5909,右 额叶 病损 切除术 ( 神经 导航 + 电 生理 ),11
支撑喉镜下左声带息肉、右声带小结切除术,内镜下声带病损切除术,30.0905,支撑 喉镜 下 左 声带 息肉 、 右 声带 小结 切除术,11
(膀胱镜)经尿道膀胱电灼术（TURBT）,经尿道前列腺切除术（TURP）,60.2902,( 膀胱 镜 ) 经 尿道 膀胱 电灼术 （ TURBT ）,11
经尿道红激光前列腺剜除术+组织粉碎术,经尿道(超声)激光诱导前列腺切除术(TULIP),60.2100,经 尿道 红 激光 前列腺 剜除 术 + 组织 粉碎 术,11
"电子耳蜗植入术(右侧,澳大利亚CI24R.FREEDOM)",人工耳蜗置入术,20.9601,"电子 耳蜗 植入术 ( 右侧 , 澳大利亚 CI24R . FREEDOM )",11
超声引导下血细胞分离采集PRP双膝关节灌注术,关节治疗性物质注射,81.9201,超声 引导 下 血细胞 分离 采集 PRP 双 膝关节 灌注 术,11
左侧锁骨骨折切开复位钢板内固定术（金兴达）,锁骨骨折切开复位内固定术,79.3904,左侧 锁骨 骨折 切开 复位 钢板 内 固定术 （ 金兴达 ）,11
(左侧)全膝关节置换((81.5401)),全部膝关节置换,81.5400,( 左侧 ) 全 膝关节 置换 ( ( 81.5401 ) ),11
电子鼻咽镜下鼻咽良性肿物（腺样体）等离子消融术,内镜下腺样体切除术,28.6x02,电子鼻 咽镜 下 鼻咽 良性 肿物 （ 腺样体 ） 等离子 消融术,11
经颅内镜经蝶入路垂体瘤切除术经鼻中隔蝶窦垂体瘤切除术,经蝶骨垂体病损切除术,07.6201,经 颅内 镜经蝶 入路 垂体瘤 切除术 经 鼻中隔 蝶窦 垂体瘤 切除术,11
右甲状腺癌根治术（右甲全切+左甲次全切除术）,单侧甲状腺切除伴他叶部分切除术,06.2x03,右 甲状腺癌 根治术 （ 右甲 全切 + 左甲次 全 切除术 ）,11
"左肾部分切除术,使用人工智能辅助治疗技术加收",部分肾切除术,55.4x00,"左 肾 部分 切除术 , 使用 人工智能 辅助 治疗 技术 加收",11
腹腔镜下肾上腺病损切除术(右肾上腺肿瘤切除),腹腔镜肾上腺病损切除术,07.2102,腹腔镜 下 肾上腺 病损 切除术 ( 右 肾上腺 肿瘤 切除 ),11
右股骨颈骨折闭合复位内固定术（理贝尔）,股骨骨折闭合性复位术伴内固定,79.1500,右 股骨颈 骨折 闭合 复位 内 固定术 （ 理 贝尔 ）,11
头静脉-桡动脉内瘘吻合术（二次手术）,为肾透析，动静脉吻合术,39.2700,头 静脉 - 桡动脉 内 瘘 吻合术 （ 二次 手术 ）,11
左颈总动脉-锁骨下动脉人工血管旁路术,颈动脉-锁骨下动脉搭桥术,39.2208,左颈 总 动脉 - 锁骨 下 动脉 人工 血管 旁路 术,11
经闭孔尿道中段悬吊术（TVT-O）,经阴道闭孔无张力尿道中段悬吊术(TVT-O),59.7903,经闭 孔 尿道 中段 悬吊 术 （ TVT - O ）,11
